Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Team_Worker,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
7,6,6,8,yes,no,r programming,hacking,medium,medium,Management,Business process analyst,product development,no,Romance,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7,0,3,3,no,no,machine learning,testing,poor,excellent,parallel computing,developer,SAaS services,no,Travel,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
9,4,8,2,yes,yes,distro making,testing,medium,medium,programming,Business process analyst,Product based,no,Poetry,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
6,6,5,6,yes,no,distro making,cloud computing,excellent,poor,hacking,security,Sales and Marketing,no,History,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,1,3,2,no,no,distro making,game development,excellent,poor,Software Engineering,Business process analyst,Cloud Services,no,Journals,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
3,2,8,8,no,yes,r programming,cloud computing,poor,poor,Software Engineering,system developer,Cloud Services,no,Biographies,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,0,1,9,no,yes,python,testing,medium,poor,Software Engineering,system developer,Cloud Services,yes,Math,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,0,6,5,yes,yes,shell programming,system designing,medium,poor,Computer Architecture,Business process analyst,Service Based,no,Horror,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,0,3,5,no,no,hadoop,data science,poor,poor,parallel computing,developer,Web Services,yes,Dictionaries,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,6,9,3,yes,yes,hadoop,database security,excellent,medium,Software Engineering,cloud computing,SAaS services,no,Mystery,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,6,9,3,no,yes,full stack,web technologies,poor,medium,Computer Architecture,system developer,Service Based,no,Cookbooks,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,0,3,9,no,no,python,game development,poor,excellent,hacking,developer,Web Services,yes,Action and Adventure,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,3,5,1,yes,yes,machine learning,testing,excellent,excellent,hacking,security,Web Services,no,Guide,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
9,6,9,4,yes,no,r programming,web technologies,excellent,poor,Management,developer,Testing and Maintainance Services,yes,Poetry,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,5,8,3,no,yes,full stack,database security,medium,medium,parallel computing,security,Service Based,no,Biographies,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,3,6,5,yes,yes,information security,game development,poor,poor,IOT,Business process analyst,Sales and Marketing,yes,Health,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,5,2,4,yes,no,python,game development,excellent,excellent,Software Engineering,system developer,Product based,no,Anthology,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,3,8,4,no,yes,hadoop,hacking,poor,excellent,programming,Business process analyst,BPA,no,Encyclopedias,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,2,1,8,no,yes,information security,testing,poor,medium,IOT,cloud computing,Product based,yes,Science,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,1,4,3,no,no,python,cloud computing,excellent,poor,programming,developer,Finance,no,Romance,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
6,4,4,8,yes,no,shell programming,cloud computing,excellent,excellent,Software Engineering,testing,Cloud Services,no,Health,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,1,3,2,yes,no,r programming,database security,excellent,poor,cloud computing,Business process analyst,Testing and Maintainance Services,yes,Science fiction,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,2,5,no,yes,r programming,testing,excellent,excellent,programming,system developer,Finance,no,Action and Adventure,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
2,1,6,5,yes,no,r programming,game development,medium,excellent,networks,developer,Service Based,yes,Encyclopedias,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
6,5,8,2,no,no,r programming,cloud computing,medium,excellent,Software Engineering,Business process analyst,Product based,yes,Trilogy,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
3,3,1,8,yes,no,python,testing,medium,medium,Software Engineering,security,BPA,yes,Art,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,5,9,yes,no,shell programming,cloud computing,excellent,medium,networks,testing,Cloud Services,no,Poetry,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,0,3,9,no,yes,distro making,testing,poor,poor,programming,Business process analyst,Web Services,yes,Drama,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
6,0,6,1,no,no,python,game development,medium,excellent,data engineering,system developer,Service Based,yes,Encyclopedias,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,5,2,5,no,yes,r programming,game development,excellent,excellent,parallel computing,testing,Web Services,yes,Prayer books,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
6,3,8,2,no,yes,hadoop,system designing,poor,excellent,hacking,security,Cloud Services,no,Anthology,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,4,3,6,no,yes,app development,database security,medium,medium,programming,system developer,Service Based,yes,Journals,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7,0,7,1,no,yes,shell programming,hacking,medium,poor,programming,testing,Testing and Maintainance Services,no,Prayer books,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,1,7,3,no,no,information security,cloud computing,excellent,poor,IOT,testing,BPA,yes,Science fiction,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
1,2,8,7,no,yes,shell programming,database security,medium,excellent,networks,system developer,Web Services,no,Self help,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
4,5,6,4,no,yes,app development,hacking,medium,excellent,hacking,cloud computing,Sales and Marketing,yes,Diaries,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,0,3,8,yes,yes,hadoop,game development,excellent,excellent,cloud computing,cloud computing,Service Based,no,Self help,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
4,5,1,3,no,no,shell programming,hacking,excellent,medium,IOT,system developer,Service Based,no,Anthology,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,2,1,5,yes,yes,hadoop,testing,medium,poor,networks,cloud computing,Service Based,yes,Guide,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,5,5,5,yes,no,full stack,hacking,excellent,excellent,Computer Architecture,cloud computing,Testing and Maintainance Services,no,Poetry,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,6,2,4,no,no,app development,hacking,poor,poor,parallel computing,Business process analyst,product development,no,Prayer books,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,1,3,7,no,yes,app development,data science,medium,excellent,networks,testing,Testing and Maintainance Services,no,Health,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,4,4,yes,yes,app development,game development,excellent,medium,programming,system developer,Sales and Marketing,yes,Journals,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
2,6,4,5,no,no,app development,system designing,poor,poor,cloud computing,testing,Cloud Services,no,Drama,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
9,1,9,3,no,yes,r programming,game development,excellent,medium,IOT,cloud computing,product development,yes,Self help,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
2,1,7,7,no,yes,python,hacking,medium,poor,Computer Architecture,Business process analyst,Sales and Marketing,yes,Anthology,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,6,5,2,no,no,machine learning,data science,poor,medium,cloud computing,cloud computing,BPA,no,Religion-Spirituality,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
6,1,6,1,yes,yes,app development,hacking,medium,poor,Computer Architecture,cloud computing,Cloud Services,no,Art,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,6,8,7,no,no,python,web technologies,poor,medium,IOT,system developer,BPA,yes,Guide,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,6,4,1,yes,no,distro making,web technologies,medium,excellent,parallel computing,developer,Cloud Services,yes,Comics,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
9,3,4,6,no,no,information security,data science,excellent,excellent,cloud computing,Business process analyst,BPA,no,Science,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,6,7,1,yes,no,distro making,testing,medium,excellent,IOT,cloud computing,Sales and Marketing,yes,Drama,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
6,3,1,8,yes,yes,r programming,cloud computing,medium,medium,Computer Architecture,testing,Service Based,yes,Childrens,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,4,3,8,yes,yes,full stack,system designing,excellent,poor,Computer Architecture,developer,SAaS services,yes,Journals,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
4,1,5,9,no,no,full stack,cloud computing,poor,medium,hacking,security,Finance,yes,Fantasy,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,3,8,2,no,yes,information security,web technologies,poor,poor,Software Engineering,testing,BPA,no,Dictionaries,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
2,2,5,6,yes,yes,distro making,hacking,poor,excellent,cloud computing,system developer,Product based,no,Mystery,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
1,0,7,2,no,no,information security,testing,medium,poor,cloud computing,cloud computing,Web Services,no,Drama,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,4,7,8,no,no,hadoop,cloud computing,excellent,excellent,networks,developer,Service Based,no,Drama,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,0,4,8,yes,yes,r programming,testing,medium,excellent,IOT,testing,product development,yes,Mystery,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,2,2,4,no,no,machine learning,game development,medium,excellent,programming,system developer,Testing and Maintainance Services,yes,Journals,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,5,3,yes,yes,machine learning,hacking,excellent,excellent,Management,system developer,Product based,no,Guide,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
8,1,6,4,yes,no,r programming,web technologies,medium,excellent,Software Engineering,cloud computing,Testing and Maintainance Services,yes,History,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,5,3,1,no,yes,r programming,game development,excellent,excellent,programming,cloud computing,Testing and Maintainance Services,no,Trilogy,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,3,6,6,yes,no,full stack,web technologies,medium,poor,parallel computing,developer,Finance,yes,Autobiographies,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
9,2,7,4,no,no,app development,cloud computing,poor,medium,Computer Architecture,developer,Finance,yes,Self help,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,0,3,7,yes,yes,distro making,web technologies,medium,medium,networks,developer,Testing and Maintainance Services,yes,Biographies,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,2,6,8,yes,no,information security,system designing,excellent,poor,Software Engineering,testing,SAaS services,no,Diaries,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
2,2,3,7,no,no,distro making,testing,medium,medium,networks,Business process analyst,Cloud Services,yes,Comics,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,4,1,7,yes,yes,machine learning,testing,medium,poor,hacking,cloud computing,Service Based,yes,History,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
1,1,1,3,yes,yes,app development,game development,poor,excellent,networks,security,Service Based,yes,History,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
